GKZ;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;Hofer;%;Van der Bellen;%
G40706;Gosau;1.451;892;44;848;399;47,05;449;52,95
G40707;Grünau im Almtal;1.619;1.126;51;1.075;505;46,98;570;53,02
G40708;Gschwandt;2.164;1.512;53;1.459;650;44,55;809;55,45
G40709;Hallstatt;610;439;17;422;106;25,12;316;74,88
G40710;Kirchham;1.650;1.060;46;1.014;584;57,59;430;42,41
G40711;Laakirchen;7.199;4.800;219;4.581;2.116;46,19;2.465;53,81
G40712;Obertraun;561;399;20;379;119;31,40;260;68,60
G40713;Ohlsdorf;4.051;2.779;125;2.654;1.211;45,63;1.443;54,37
G40714;Pinsdorf;2.932;2.063;70;1.993;985;49,42;1.008;50,58
G40715;Roitham;1.616;1.096;54;1.042;495;47,50;547;52,50
G40716;Sankt Konrad;878;556;35;521;252;48,37;269;51,63
G40717;St. Wolfgang im Salzkammergut;2.144;1.264;74;1.190;617;51,85;573;48,15
G40718;Traunkirchen;1.332;873;40;833;320;38,42;513;61,58
G40719;Scharnstein;3.754;2.462;87;2.375;1.049;44,17;1.326;55,83
G40720;Vorchdorf;5.736;4.037;182;3.855;2.018;52,35;1.837;47,65
G40799;Wahlkarten - Gmunden;0;8.198;210;7.988;2.403;30,08;5.585;69,92
G40800;Grieskirchen;50.350;39.084;1.643;37.441;18.160;48,50;19.281;51,50
G40801;Aistersheim;679;477;16;461;226;49,02;235;50,98
G40802;Bad Schallerbach;3.032;1.934;51;1.883;875;46,47;1.008;53,53
G40803;Bruck-Waasen;1.930;1.278;45;1.233;607;49,23;626;50,77
G40804;Eschenau im Hausruckkreis;890;629;55;574;344;59,93;230;40,07
G40805;Gallspach;1.857;1.233;48;1.185;632;53,33;553;46,67
G40806;Gaspoltshofen;2.855;1.878;98;1.780;902;50,67;878;49,33
G40807;Geboltskirchen;1.146;784;37;747;332;44,44;415;55,56
G40808;Grieskirchen;3.543;2.284;88;2.196;998;45,45;1.198;54,55
G40809;Haag am Hausruck;1.657;1.124;45;1.079;491;45,51;588;54,49
G40810;Heiligenberg;557;435;25;410;234;57,07;176;42,93
G40811;Hofkirchen an der Trattnach;1.228;860;32;828;398;48,07;430;51,93
G40812;Kallham;2.009;1.302;70;1.232;646;52,44;586;47,56
G40813;Kematen am Innbach;1.048;743;33;710;410;57,75;300;42,25
G40814;Meggenhofen;1.168;786;51;735;353;48,03;382;51,97
G40815;Michaelnbach;1.032;654;26;628;345;54,94;283;45,06
G40816;Natternbach;1.903;1.301;43;1.258;760;60,41;498;39,59
G40817;Neukirchen am Walde;1.312;933;65;868;467;53,80;401;46,20
G40818;Neumarkt im Hausruckkreis;1.103;667;25;642;333;51,87;309;48,13
G40819;Peuerbach;1.752;1.146;41;1.105;518;46,88;587;53,12
G40820;Pötting;438;323;23;300;116;38,67;184;61,33
G40821;Pollham;794;529;23;506;231;45,65;275;54,35
G40822;Pram;1.439;912;35;877;439;50,06;438;49,94
G40823;Rottenbach;824;624;35;589;354;60,10;235;39,90
G40824;St. Agatha;1.748;1.173;66;1.107;576;52,03;531;47,97
G40825;St. Georgen bei Grieskirchen;1.026;691;28;663;307;46,30;356;53,70
G40826;St. Thomas;424;300;16;284;165;58,10;119;41,90
G40827;Schlüßlberg;2.421;1.665;63;1.602;803;50,12;799;49,88
G40828;Steegen;892;571;19;552;289;52,36;263;47,64
G40829;Taufkirchen an der Trattnach;1.633;1.069;47;1.022;582;56,95;440;43,05
G40830;Tollet;758;537;14;523;232;44,36;291;55,64
G40831;Waizenkirchen;2.915;1.911;90;1.821;950;52,17;871;47,83
G40832;Wallern an der Trattnach;2.383;1.666;52;1.614;773;47,89;841;52,11
G40833;Weibern;1.296;867;52;815;357;43,80;458;56,20
G40834;Wendling;658;437;35;402;223;55,47;179;44,53
G40899;Wahlkarten - Grieskirchen;0;5.361;151;5.210;1.892;36,31;3.318;63,69
G40900;Kirchdorf an der Krems;43.347;32.333;1.372;30.961;15.016;48,50;15.945;51,50
G40901;Edlbach;514;344;22;322;176;54,66;146;45,34
G40902;Grünburg;2.877;1.714;77;1.637;935;57,12;702;42,88
G40903;Hinterstoder;744;451;23;428;199;46,50;229;53,50
G40904;Inzersdorf im Kremstal;1.505;1.052;48;1.004;507;50,50;497;49,50
G40905;Kirchdorf an der Krems;3.215;2.029;59;1.970;786;39,90;1.184;60,10
G40906;Klaus an der Pyhrnbahn;829;551;32;519;226;43,55;293;56,45
G40907;Kremsmünster;4.688;3.144;136;3.008;1.400;46,54;1.608;53,46
G40908;Micheldorf in Oberösterreich;4.501;3.057;118;2.939;1.311;44,61;1.628;55,39
G40909;Molln;2.799;1.917;92;1.825;938;51,40;887;48,60
G40910;Nußbach;1.823;1.255;60;1.195;536;44,85;659;55,15
G40911;Oberschlierbach;376;272;19;253;118;46,64;135;53,36
G40912;Pettenbach;3.955;2.609;118;2.491;1.374;55,16;1.117;44,84
G40913;Ried im Traunkreis;2.109;1.391;62;1.329;742;55,83;587;44,17
G40914;Rosenau am Hengstpaß;510;332;12;320;188;58,75;132;41,25
G40915;Roßleithen;1.481;886;39;847;474;55,96;373;44,04
G40916;St. Pankraz;269;154;4;150;101;67,33;49;32,67
G40917;Schlierbach;2.195;1.434;65;1.369;628;45,87;741;54,13
G40918;Spital am Pyhrn;1.753;1.009;38;971;606;62,41;365;37,59
G40919;Steinbach am Ziehberg;677;456;25;431;210;48,72;221;51,28
G40920;Steinbach an der Steyr;1.666;1.132;60;1.072;633;59,05;439;40,95
G40921;Vorderstoder;668;367;14;353;189;53,54;164;46,46
G40922;Wartberg an der Krems;2.294;1.497;83;1.414;748;52,90;666;47,10
G40923;Windischgarsten;1.899;1.123;49;1.074;509;47,39;565;52,61
G40999;Wahlkarten - Kirchdorf an der Krems;0;4.157;117;4.040;1.482;36,68;2.558;63,32
G41000;Linz-Land;106.540;80.750;2.541;78.209;33.078;42,29;45.131;57,71
G41001;Allhaming;913;660;33;627;277;44,18;350;55,82
G41002;Ansfelden;10.677;6.887;205;6.682;3.390;50,73;3.292;49,27
G41003;Asten;4.711;2.928;66;2.862;1.473;51,47;1.389;48,53
G41004;Eggendorf im Traunkreis;709;471;14;457;238;52,08;219;47,92
G41005;Enns;7.998;5.198;176;5.022;2.129;42,39;2.893;57,61
G41006;Hargelsberg;1.075;735;37;698;309;44,27;389;55,73
G41007;Hörsching;4.550;3.045;92;2.953;1.548;52,42;1.405;47,58
G41008;Hofkirchen im Traunkreis;1.404;977;27;950;415;43,68;535;56,32
G41009;Kematen an der Krems;2.024;1.326;51;1.275;656;51,45;619;48,55
G41010;Kirchberg-Thening;1.901;1.341;44;1.297;490;37,78;807;62,22
G41011;Kronstorf;2.566;1.835;90;1.745;788;45,16;957;54,84
G41012;Leonding;20.501;13.751;377;13.374;5.149;38,50;8.225;61,50
G41013;St. Florian;5.009;3.435;146;3.289;1.266;38,49;2.023;61,51
G41014;Neuhofen an der Krems;4.705;2.946;97;2.849;1.129;39,63;1.720;60,37
G41015;Niederneukirchen;1.639;1.119;47;1.072;478;44,59;594;55,41
G41016;Oftering;1.605;1.181;37;1.144;534;46,68;610;53,32
G41017;Pasching;5.426;3.734;131;3.603;1.567;43,49;2.036;56,51
G41018;Piberbach;1.482;934;36;898;455;50,67;443;49,33
G41019;Pucking;3.119;2.172;85;2.087;1.116;53,47;971;46,53
G41020;St. Marien;3.706;2.539;124;2.415;1.000;41,41;1.415;58,59
G41021;Traun;16.195;10.438;311;10.127;4.639;45,81;5.488;54,19
G41022;Wilhering;4.625;3.237;97;3.140;1.020;32,48;2.120;67,52
G41099;Wahlkarten - Linz-Land;0;9.861;218;9.643;3.012;31,24;6.631;68,76
G41100;Perg;52.444;40.961;1.860;39.101;17.716;45,31;21.385;54,69
G41101;Allerheiligen im Mühlkreis;984;719;69;650;320;49,23;330;50,77
G41102;Arbing;1.144;833;39;794;343;43,20;451;56,80
G41103;Baumgartenberg;1.328;941;40;901;505;56,05;396;43,95
G41104;Dimbach;818;508;30;478;272;56,90;206;43,10
G41105;Grein;2.376;1.480;71;1.409;736;52,24;673;47,76
G41106;Katsdorf;2.407;1.672;75;1.597;678;42,45;919;57,55
G41107;Klam;742;502;22;480;259;53,96;221;46,04
G41108;Bad Kreuzen;1.792;1.175;70;1.105;634;57,38;471;42,62
G41109;Langenstein;1.986;1.429;82;1.347;590;43,80;757;56,20
G41110;Luftenberg an der Donau;3.238;2.249;84;2.165;967;44,67;1.198;55,33
G41111;Mauthausen;3.647;2.395;90;2.305;873;37,87;1.432;62,13
G41112;Mitterkirchen im Machland;1.350;817;43;774;417;53,88;357;46,12
G41113;Münzbach;1.291;909;58;851;466;54,76;385;45,24
G41114;Naarn im Machlande;2.797;2.023;114;1.909;1.004;52,59;905;47,41
G41115;Pabneukirchen;1.335;887;47;840;455;54,17;385;45,83
G41116;Perg;6.176;4.186;155;4.031;1.791;44,43;2.240;55,57
G41117;Rechberg;758;531;42;489;234;47,85;255;52,15
G41118;Ried in der Riedmark;3.326;2.323;94;2.229;852;38,22;1.377;61,78
G41119;St. Georgen am Walde;1.687;1.103;63;1.040;612;58,85;428;41,15
G41120;St. Georgen an der Gusen;3.148;2.312;83;2.229;865;38,81;1.364;61,19
G41121;St. Nikola an der Donau;556;403;29;374;200;53,48;174;46,52
G41122;St. Thomas am Blasenstein;730;488;37;451;224;49,67;227;50,33
G41123;Saxen;1.403;1.005;58;947;485;51,21;462;48,79
G41124;Schwertberg;3.992;2.847;102;2.745;1.126;41,02;1.619;58,98
G41125;Waldhausen im Strudengau;2.298;1.542;86;1.456;790;54,26;666;45,74
G41126;Windhaag bei Perg;1.135;735;32;703;369;52,49;334;47,51
G41199;Wahlkarten - Perg;0;4.947;145;4.802;1.649;34,34;3.153;65,66
G41200;Ried im Innkreis;46.471;34.070;1.362;32.708;16.737;51,17;15.971;48,83
G41201;Andrichsfurt;595;394;19;375;196;52,27;179;47,73
G41202;Antiesenhofen;816;457;16;441;278;63,04;163;36,96
G41203;Aurolzmünster;2.287;1.377;49;1.328;795;59,86;533;40,14
G41204;Eberschwang;2.693;1.741;77;1.664;932;56,01;732;43,99
G41205;Eitzing;635;420;17;403;228;56,58;175;43,42
G41206;Geiersberg;436;291;9;282;140;49,65;142;50,35
G41207;Geinberg;1.091;644;23;621;371;59,74;250;40,26
G41208;Gurten;927;564;24;540;281;52,04;259;47,96
G41209;Hohenzell;1.721;1.159;59;1.100;538;48,91;562;51,09
G41210;Kirchdorf am Inn;486;323;13;310;183;59,03;127;40,97
G41211;Kirchheim im Innkreis;579;396;19;377;214;56,76;163;43,24
G41212;Lambrechten;1.068;694;33;661;375;56,73;286;43,27
G41213;Lohnsburg am Kobernaußerwald;1.818;1.124;60;1.064;624;58,65;440;41,35
G41214;Mehrnbach;1.857;1.100;38;1.062;617;58,10;445;41,90
G41215;Mettmach;1.952;1.245;50;1.195;796;66,61;399;33,39
G41216;Mörschwang;269;190;15;175;65;37,14;110;62,86
G41217;Mühlheim am Inn;516;340;18;322;184;57,14;138;42,86
G41218;Neuhofen im Innkreis;1.891;1.267;61;1.206;592;49,09;614;50,91
G41219;Obernberg am Inn;1.146;632;13;619;367;59,29;252;40,71
G41220;Ort im Innkreis;938;611;25;586;359;61,26;227;38,74
G41221;Pattigham;717;460;14;446;228;51,12;218;48,88
G41222;Peterskirchen;557;381;35;346;178;51,45;168;48,55
G41223;Pramet;838;550;27;523;301;57,55;222;42,45
G41224;Reichersberg;1.116;701;25;676;386;57,10;290;42,90
G41225;Ried im Innkreis;8.390;4.925;186;4.739;2.109;44,50;2.630;55,50
G41226;St. Georgen bei Obernberg am Inn;452;306;17;289;131;45,33;158;54,67
G41227;St. Marienkirchen am Hausruck;681;515;15;500;262;52,40;238;47,60
G41228;St. Martin im Innkreis;1.357;787;15;772;405;52,46;367;47,54
G41229;Schildorn;970;527;17;510;276;54,12;234;45,88
G41230;Senftenbach;596;352;12;340;183;53,82;157;46,18
G41231;Taiskirchen im Innkreis;1.952;1.328;66;1.262;639;50,63;623;49,37
G41232;Tumeltsham;1.235;827;33;794;399;50,25;395;49,75
G41233;Utzenaich;1.206;768;41;727;359;49,38;368;50,62
G41234;Waldzell;1.751;1.145;64;1.081;653;60,41;428;39,59
G41235;Weilbach;475;318;17;301;162;53,82;139;46,18
G41236;Wippenham;457;309;12;297;144;48,48;153;51,52
G41299;Wahlkarten - Ried im Innkreis;0;4.902;128;4.774;1.787;37,43;2.987;62,57
G41300;Rohrbach;46.147;34.432;1.642;32.790;15.193;46,33;17.597;53,67
G41301;Afiesl;311;225;13;212;126;59,43;86;40,57
G41302;Ahorn;421;299;11;288;149;51,74;139;48,26
G41304;Altenfelden;1.808;1.239;66;1.173;581;49,53;592;50,47
G41305;Arnreit;900;649;32;617;278;45,06;339;54,94
G41306;Atzesberg;367;264;14;250;174;69,60;76;30,40
G41307;Auberg;430;305;11;294;143;48,64;151;51,36
G41309;Haslach an der Mühl;2.083;1.379;76;1.303;521;39,98;782;60,02
G41310;Helfenberg;779;551;35;516;241;46,71;275;53,29
G41311;Hörbich;336;218;13;205;116;56,59;89;43,41
G41312;Hofkirchen im Mühlkreis;1.195;745;34;711;365;51,34;346;48,66
G41313;Julbach;1.294;723;40;683;382;55,93;301;44,07
G41314;Kirchberg ob der Donau;862;573;32;541;244;45,10;297;54,90
G41315;Klaffer am Hochficht;1.081;653;16;637;435;68,29;202;31,71
G41316;Kleinzell im Mühlkreis;1.262;831;32;799;305;38,17;494;61,83
G41317;Kollerschlag;1.204;734;49;685;385;56,20;300;43,80
G41318;Lembach im Mühlkreis;1.256;807;40;767;386;50,33;381;49,67
G41319;Lichtenau im Mühlkreis;419;232;11;221;123;55,66;98;44,34
G41320;Nebelberg;501;311;28;283;136;48,06;147;51,94
G41321;Neufelden;962;600;17;583;216;37,05;367;62,95
G41322;Niederkappel;802;570;45;525;317;60,38;208;39,62
G41323;Niederwaldkirchen;1.457;978;37;941;384;40,81;557;59,19
G41324;Oberkappel;520;296;13;283;139;49,12;144;50,88
G41325;Oepping;1.292;871;47;824;429;52,06;395;47,94
G41326;Peilstein im Mühlviertel;1.290;777;64;713;361;50,63;352;49,37
G41327;Pfarrkirchen im Mühlkreis;1.173;789;32;757;402;53,10;355;46,90
G41328;Putzleinsdorf;1.232;860;54;806;379;47,02;427;52,98
G41329;Neustift im Mühlkreis;1.156;692;27;665;267;40,15;398;59,85
G41331;St. Johann am Wimberg;819;568;27;541;269;49,72;272;50,28
G41332;St. Martin im Mühlkreis;2.987;2.026;110;1.916;867;45,25;1.049;54,75
G41333;St. Oswald bei Haslach;412;261;19;242;114;47,11;128;52,89
G41334;St. Peter am Wimberg;1.453;1.019;52;967;407;42,09;560;57,91
G41335;St. Stefan am Walde;661;453;27;426;177;41,55;249;58,45
G41336;St. Ulrich im Mühlkreis;503;356;12;344;146;42,44;198;57,56
G41337;St. Veit im Mühlkreis;991;707;33;674;318;47,18;356;52,82
G41338;Sarleinsbach;1.853;1.303;82;1.221;514;42,10;707;57,90
G41340;Schönegg;459;295;17;278;147;52,88;131;47,12
G41341;Schwarzenberg am Böhmerwald;469;293;12;281;144;51,25;137;48,75
G41342;Ulrichsberg;2.377;1.492;67;1.425;784;55,02;641;44,98
G41343;Aigen-Schlägl;2.580;1.530;74;1.456;722;49,59;734;50,41
G41344;Rohrbach-Berg;4.190;2.637;105;2.532;1.081;42,69;1.451;57,31
G41399;Wahlkarten - Rohrbach;0;4.321;116;4.205;1.519;36,12;2.686;63,88
G41400;Schärding;44.579;32.862;1.216;31.646;17.030;53,81;14.616;46,19
G41401;Altschwendt;529;398;27;371;191;51,48;180;48,52
G41402;Andorf;4.108;2.805;142;2.663;1.556;58,43;1.107;41,57
G41403;Brunnenthal;1.554;988;30;958;497;51,88;461;48,12
G41404;Diersbach;1.281;864;29;835;495;59,28;340;40,72
G41405;Dorf an der Pram;828;555;27;528;241;45,64;287;54,36
G41406;Eggerding;1.052;734;25;709;421;59,38;288;40,62
G41407;Engelhartszell;788;471;8;463;248;53,56;215;46,44
G41408;Enzenkirchen;1.453;963;42;921;618;67,10;303;32,90
G41409;Esternberg;2.367;1.463;52;1.411;858;60,81;553;39,19
G41410;Freinberg;1.003;512;21;491;251;51,12;240;48,88
G41411;Kopfing im Innkreis;1.608;1.082;67;1.015;660;65,02;355;34,98
G41412;Mayrhof;242;190;14;176;123;69,89;53;30,11
G41413;Münzkirchen;2.121;1.386;55;1.331;732;55,00;599;45,00
G41414;Raab;1.794;1.213;37;1.176;711;60,46;465;39,54
G41415;Rainbach im Innkreis;1.174;801;39;762;420;55,12;342;44,88
G41416;Riedau;1.609;933;35;898;444;49,44;454;50,56
G41417;St. Aegidi;1.297;914;42;872;496;56,88;376;43,12
G41418;St. Florian am Inn;2.335;1.498;39;1.459;788;54,01;671;45,99
G41419;St. Marienkirchen bei Schärding;1.426;911;32;879;536;60,98;343;39,02
G41420;St. Roman;1.456;968;43;925;662;71,57;263;28,43
G41421;St. Willibald;938;640;28;612;375;61,27;237;38,73
G41422;Schärding;3.761;2.228;47;2.181;1.011;46,35;1.170;53,65
G41423;Schardenberg;1.725;1.069;41;1.028;570;55,45;458;44,55
G41424;Sigharting;662;482;19;463;261;56,37;202;43,63
G41425;Suben;946;583;17;566;275;48,59;291;51,41
G41426;Taufkirchen an der Pram;2.311;1.452;40;1.412;749;53,05;663;46,95
G41427;Vichtenstein;456;281;11;270;153;56,67;117;43,33
G41428;Waldkirchen am Wesen;1.004;681;40;641;368;57,41;273;42,59
G41429;Wernstein am Inn;1.202;784;30;754;405;53,71;349;46,29
G41430;Zell an der Pram;1.549;1.029;43;986;465;47,16;521;52,84
G41499;Wahlkarten - Schärding;0;3.984;94;3.890;1.450;37,28;2.440;62,72
G41500;Steyr-Land;47.966;37.515;1.515;36.000;16.467;45,74;19.533;54,26
G41501;Adlwang;1.418;990;52;938;466;49,68;472;50,32
G41502;Aschach an der Steyr;1.856;1.289;62;1.227;501;40,83;726;59,17
G41503;Bad Hall;3.922;2.402;90;2.312;1.079;46,67;1.233;53,33
G41504;Dietach;2.411;1.732;72;1.660;681;41,02;979;58,98
G41505;Gaflenz;1.504;1.062;50;1.012;523;51,68;489;48,32
G41506;Garsten;5.283;3.593;140;3.453;1.562;45,24;1.891;54,76
G41507;Großraming;2.202;1.532;81;1.451;702;48,38;749;51,62
G41508;Laussa;1.019;754;37;717;373;52,02;344;47,98
G41509;Losenstein;1.303;815;29;786;363;46,18;423;53,82
G41510;Maria Neustift;1.286;936;59;877;544;62,03;333;37,97
G41511;Pfarrkirchen bei Bad Hall;1.786;1.223;55;1.168;526;45,03;642;54,97
G41512;Reichraming;1.453;974;35;939;478;50,91;461;49,09
G41513;Rohr im Kremstal;1.048;685;26;659;328;49,77;331;50,23
G41514;St. Ulrich bei Steyr;2.492;1.666;76;1.590;693;43,58;897;56,42
G41515;Schiedlberg;1.007;649;22;627;299;47,69;328;52,31
G41516;Sierning;7.386;5.006;198;4.808;2.280;47,42;2.528;52,58
G41517;Ternberg;2.791;1.907;99;1.808;891;49,28;917;50,72
G41518;Waldneukirchen;1.785;1.268;53;1.215;599;49,30;616;50,70
G41521;Wolfern;2.583;1.763;82;1.681;851;50,62;830;49,38
G41522;Weyer;3.431;2.274;92;2.182;1.085;49,73;1.097;50,27
G41599;Wahlkarten - Steyr-Land;0;4.995;105;4.890;1.643;33,60;3.247;66,40
G41600;Urfahr-Umgebung;67.624;54.911;2.335;52.576;20.000;38,04;32.576;61,96
G41601;Alberndorf in der Riedmark;3.182;2.258;118;2.140;1.004;46,92;1.136;53,08
G41602;Altenberg bei Linz;3.603;2.606;145;2.461;998;40,55;1.463;59,45
G41603;Bad Leonfelden;3.303;2.286;127;2.159;1.084;50,21;1.075;49,79
G41604;Eidenberg;1.673;1.159;58;1.101;397;36,06;704;63,94
G41605;Engerwitzdorf;6.994;4.900;208;4.692;1.939;41,33;2.753;58,67
G41606;Feldkirchen an der Donau;4.379;3.209;127;3.082;1.346;43,67;1.736;56,33
G41607;Gallneukirchen;5.130;3.478;104;3.374;1.038;30,76;2.336;69,24
G41608;Goldwörth;721;535;20;515;209;40,58;306;59,42
G41609;Gramastetten;4.132;2.749;126;2.623;930;35,46;1.693;64,54
G41610;Haibach im Mühlkreis;733;539;24;515;237;46,02;278;53,98
G41611;Hellmonsödt;1.822;1.206;44;1.162;440;37,87;722;62,13
G41612;Herzogsdorf;2.067;1.389;86;1.303;625;47,97;678;52,03
G41613;Kirchschlag bei Linz;1.696;1.181;48;1.133;446;39,36;687;60,64
G41614;Lichtenberg;2.185;1.576;65;1.511;498;32,96;1.013;67,04
G41615;Oberneukirchen;2.571;1.740;100;1.640;714;43,54;926;56,46
G41616;Ottenschlag im Mühlkreis;423;325;23;302;170;56,29;132;43,71
G41617;Ottensheim;3.646;2.622;92;2.530;781;30,87;1.749;69,13
G41618;Puchenau;3.691;2.498;81;2.417;784;32,44;1.633;67,56
G41619;Reichenau im Mühlkreis;1.035;741;35;706;319;45,18;387;54,82
G41620;Reichenthal;1.182;816;39;777;325;41,83;452;58,17
G41621;St. Gotthard im Mühlkreis;1.069;722;42;680;246;36,18;434;63,82
G41622;Schenkenfelden;1.277;849;55;794;359;45,21;435;54,79
G41623;Sonnberg im Mühlkreis;774;545;27;518;221;42,66;297;57,34
G41624;Steyregg;3.925;2.649;116;2.533;1.051;41,49;1.482;58,51
G41625;Vorderweißenbach;1.686;1.185;80;1.105;508;45,97;597;54,03
G41626;Walding;3.341;2.222;89;2.133;774;36,29;1.359;63,71
G41627;Zwettl an der Rodl;1.384;996;46;950;346;36,42;604;63,58
G41699;Wahlkarten - Urfahr-Umgebung;0;7.930;210;7.720;2.211;28,64;5.509;71,36
G41700;Vöcklabruck;102.401;77.170;3.268;73.902;34.131;46,18;39.771;53,82
G41701;Ampflwang im Hausruckwald;2.647;1.749;72;1.677;809;48,24;868;51,76
G41702;Attersee am Attersee;1.296;835;23;812;297;36,58;515;63,42
G41703;Attnang-Puchheim;5.893;3.469;100;3.369;1.548;45,95;1.821;54,05
G41704;Atzbach;930;675;37;638;346;54,23;292;45,77
G41705;Aurach am Hongar;1.354;919;60;859;498;57,97;361;42,03
G41706;Berg im Attergau;800;539;34;505;287;56,83;218;43,17
G41707;Desselbrunn;1.422;992;53;939;461;49,09;478;50,91
G41708;Fornach;764;507;54;453;267;58,94;186;41,06
G41709;Frankenburg am Hausruck;3.927;2.707;137;2.570;1.444;56,19;1.126;43,81
G41710;Frankenmarkt;2.756;1.834;113;1.721;893;51,89;828;48,11
G41711;Gampern;2.255;1.633;73;1.560;742;47,56;818;52,44
G41712;Innerschwand am Mondsee;907;566;40;526;221;42,02;305;57,98
G41713;Lenzing;3.919;2.572;103;2.469;1.279;51,80;1.190;48,20
G41714;Manning;671;427;18;409;178;43,52;231;56,48
G41715;Mondsee;2.531;1.464;47;1.417;609;42,98;808;57,02
G41716;Neukirchen an der Vöckla;2.056;1.499;66;1.433;735;51,29;698;48,71
G41717;Niederthalheim;864;624;38;586;314;53,58;272;46,42
G41718;Nußdorf am Attersee;914;588;29;559;274;49,02;285;50,98
G41719;Oberhofen am Irrsee;1.215;844;49;795;412;51,82;383;48,18
G41720;Oberndorf bei Schwanenstadt;1.129;805;27;778;384;49,36;394;50,64
G41721;Oberwang;1.317;774;54;720;410;56,94;310;43,06
G41722;Ottnang am Hausruck;3.025;1.939;87;1.852;991;53,51;861;46,49
G41723;Pfaffing;1.173;759;33;726;356;49,04;370;50,96
G41724;Pilsbach;528;391;27;364;166;45,60;198;54,40
G41725;Pitzenberg;414;298;9;289;122;42,21;167;57,79
G41726;Pöndorf;1.871;1.243;63;1.180;729;61,78;451;38,22
G41727;Puchkirchen am Trattberg;794;539;39;500;217;43,40;283;56,60
G41728;Pühret;489;365;23;342;163;47,66;179;52,34
G41729;Redleiten;398;259;13;246;152;61,79;94;38,21
G41730;Redlham;1.190;800;31;769;355;46,16;414;53,84
G41731;Regau;5.039;3.527;156;3.371;1.687;50,04;1.684;49,96
G41732;Rüstorf;1.656;1.025;52;973;461;47,38;512;52,62
G41733;Rutzenham;213;155;14;141;69;48,94;72;51,06
G41734;St. Georgen im Attergau;3.150;2.022;83;1.939;1.054;54,36;885;45,64
G41735;St. Lorenz;1.866;1.203;68;1.135;536;47,22;599;52,78
G41736;Schlatt;1.069;708;51;657;323;49,16;334;50,84
G41737;Schörfling am Attersee;2.715;1.687;55;1.632;700;42,89;932;57,11
G41738;Schwanenstadt;2.949;1.891;75;1.816;845;46,53;971;53,47
G41739;Seewalchen am Attersee;4.333;2.860;91;2.769;1.255;45,32;1.514;54,68
G41740;Steinbach am Attersee;672;442;27;415;150;36,14;265;63,86
G41741;Straß im Attergau;1.133;705;32;673;393;58,40;280;41,60
G41742;Tiefgraben;2.896;1.680;70;1.610;787;48,88;823;51,12
G41743;Timelkam;4.398;3.017;130;2.887;1.323;45,83;1.564;54,17
G41744;Ungenach;1.185;861;31;830;388;46,75;442;53,25
G41745;Unterach am Attersee;1.127;649;25;624;259;41,51;365;58,49
G41746;Vöcklabruck;9.052;5.775;191;5.584;2.235;40,03;3.349;59,97
G41747;Vöcklamarkt;3.733;2.541;129;2.412;1.199;49,71;1.213;50,29
G41748;Weißenkirchen im Attergau;771;546;33;513;304;59,26;209;40,74
G41749;Weyregg am Attersee;1.291;796;41;755;299;39,60;456;60,40
G41750;Wolfsegg am Hausruck;1.529;992;48;944;455;48,20;489;51,80
G41751;Zell am Moos;1.200;758;35;723;333;46,06;390;53,94
G41752;Zell am Pettenfirst;975;664;28;636;272;42,77;364;57,23
G41799;Wahlkarten - Vöcklabruck;0;10.051;251;9.800;3.145;32,09;6.655;67,91
G41800;Wels-Land;53.613;41.655;1.565;40.090;19.658;49,03;20.432;50,97
G41801;Aichkirchen;437;308;19;289;149;51,56;140;48,44
G41802;Bachmanning;500;338;13;325;166;51,08;159;48,92
G41803;Bad Wimsbach-Neydharting;1.962;1.300;55;1.245;618;49,64;627;50,36
G41804;Buchkirchen;3.264;2.185;91;2.094;1.020;48,71;1.074;51,29
G41805;Eberstalzell;1.979;1.356;63;1.293;732;56,61;561;43,39
G41806;Edt bei Lambach;1.687;1.148;53;1.095;571;52,15;524;47,85
G41807;Fischlham;1.095;751;25;726;367;50,55;359;49,45
G41808;Gunskirchen;4.565;3.113;128;2.985;1.510;50,59;1.475;49,41
G41809;Holzhausen;708;474;17;457;234;51,20;223;48,80
G41810;Krenglbach;2.457;1.783;71;1.712;804;46,96;908;53,04
G41811;Lambach;2.347;1.344;41;1.303;644;49,42;659;50,58
G41812;Marchtrenk;9.446;6.274;209;6.065;3.143;51,82;2.922;48,18
G41813;Neukirchen bei Lambach;704;462;27;435;214;49,20;221;50,80
G41814;Offenhausen;1.253;893;34;859;461;53,67;398;46,33
G41815;Pennewang;722;500;25;475;200;42,11;275;57,89
G41816;Pichl bei Wels;2.184;1.605;77;1.528;755;49,41;773;50,59
G41817;Sattledt;1.927;1.337;56;1.281;691;53,94;590;46,06
G41818;Schleißheim;995;729;39;690;337;48,84;353;51,16
G41819;Sipbachzell;1.504;1.122;62;1.060;546;51,51;514;48,49
G41820;Stadl-Paura;3.581;2.161;60;2.101;1.183;56,31;918;43,69
G41821;Steinerkirchen an der Traun;1.871;1.375;61;1.314;665;50,61;649;49,39
G41822;Steinhaus;1.607;1.071;43;1.028;589;57,30;439;42,70
G41823;Thalheim bei Wels;4.229;2.761;95;2.666;1.138;42,69;1.528;57,31
G41824;Weißkirchen an der Traun;2.589;1.891;62;1.829;957;52,32;872;47,68
G41899;Wahlkarten - Wels-Land;0;5.374;139;5.235;1.964;37,52;3.271;62,48
